id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3, area_google_mean, area_google_sd, area_google_sum
223236,ET2023A3040490,222725,Ethiopia,Oromia,Jimma,Mancho,76.94583502659574,47.95458864375772,3761112.4161
223237,ET2023A3040491,222725,Ethiopia,Oromia,Jimma,Omo Beyam,75.51851379297942,42.75127816701328,2099716.7575
223238,ET2023A3040495,222725,Ethiopia,Oromia,Jimma,Botor Tolay,50.14350429958391,48.37705279192852,1265371.331
223239,ET2023A3040499,222725,Ethiopia,Oromia,Jimma,Nono Benja,52.397576924663895,36.57644808841145,1523878.7297
223240,ET2023A3040500,222726,Ethiopia,Oromia,West Shewa,Illu Galan,56.68299900449707,42.923276172275685,1474721.5851000003
223241,ET2023A3040501,222726,Ethiopia,Oromia,West Shewa,Ginde Beret,51.44266368104576,41.12408863039229,1967681.8858000003
223242,ET2023A3040502,222726,Ethiopia,Oromia,West Shewa,Jeldu,54.14301868152338,39.338809830521186,3197307.6822
223243,ET2023A3040503,222726,Ethiopia,Oromia,West Shewa,Ambo Zuria,55.805288487355405,34.21334081762035,2253026.9121
223244,ET2023A3040504,222726,Ethiopia,Oromia,West Shewa,Mida Kegn,59.626500813364835,39.383996406613576,1766733.2191
223245,ET2023A3040505,222726,Ethiopia,Oromia,West Shewa,Cheliya,56.99019896744412,43.54835685472099,1876573.2716
223246,ET2023A3040506,222726,Ethiopia,Oromia,West Shewa,Bako Tibe,51.476338463095935,44.94628085715132,3305141.2637000005
223247,ET2023A3040507,222726,Ethiopia,Oromia,West Shewa,Dano,50.20951150629251,38.309331921597504,1926990.8421
223248,ET2023A3040508,222726,Ethiopia,Oromia,West Shewa,Nono,47.0115310453944,45.354320992912854,2451322.2633
223249,ET2023A3040509,222726,Ethiopia,Oromia,West Shewa,Tikur Enchini,53.80386238428361,36.77459898981851,2045838.0633
223250,ET2023A3040510,222726,Ethiopia,Oromia,West Shewa,Dendi,57.431404668528316,50.501663482412624,3722531.3564
223251,ET2023A3040511,222726,Ethiopia,Oromia,West Shewa,Ejere /Addis Alem,56.96215536256585,255.41941617775433,3676337.5071
223252,ET2023A3040513,222726,Ethiopia,Oromia,West Shewa,Adda Berga,52.18519599803283,201.96448273195668,3395586.3332
223253,ET2023A3040514,222726,Ethiopia,Oromia,West Shewa,Meta Robi,46.69784819730324,32.46996245446912,1762797.0716
223254,ET2023A3040515,222726,Ethiopia,Oromia,West Shewa,Ambo town,68.15410364218886,82.98541235561063,3467408.1769000003
223255,ET2023A3040516,222726,Ethiopia,Oromia,West Shewa,Abuna Ginde Beret,45.809005418493555,36.963149344269745,2100022.2354
223256,ET2023A3040517,222726,Ethiopia,Oromia,West Shewa,Toke Kutaye,57.487901241458104,123.99024618353322,2616331.8734
223257,ET2023A3040518,222726,Ethiopia,Oromia,West Shewa,Jibat,48.96747593459463,35.42413879652835,1506337.4947000002
223258,ET2023A3040519,222726,Ethiopia,Oromia,West Shewa,Ifata,55.94713711474875,36.102977304463394,1370537.0179
223259,ET2023A3040520,222726,Ethiopia,Oromia,West Shewa,Holeta town,89.58720524805665,473.5225356579299,4402494.4403
223260,ET2023A3040521,222726,Ethiopia,Oromia,West Shewa,Welmera,50.23660648355433,128.069452220475,2333791.7908
223261,ET2023A3040590,222726,Ethiopia,Oromia,West Shewa,Ejersa Lafo,47.47016022824608,193.7879313566708,1884280.5400999999
223262,ET2023A3040592,222726,Ethiopia,Oromia,West Shewa,Cobi,48.4078144457478,39.79460465515301,825353.2363
223263,ET2023A3040594,222726,Ethiopia,Oromia,West Shewa,Meta Walkite,43.152738583138174,32.16965418275621,958163.4075
223264,ET2023A3040597,222726,Ethiopia,Oromia,West Shewa,Liban Jawi,46.516651814182644,35.22777751866051,1321770.6612999998
223265,ET2023A3040601,222727,Ethiopia,Oromia,North Shewa (OR),Wara Jarso,42.199880124699476,34.06621700685175,3194615.3252
223266,ET2023A3040602,222727,Ethiopia,Oromia,North Shewa (OR),Dera (OR),47.13830230394231,39.067984900984,4341579.057099999
223267,ET2023A3040603,222727,Ethiopia,Oromia,North Shewa (OR),Hidabu Abote,43.3111431553593,31.354378345991076,1834096.9792000002
223268,ET2023A3040604,222727,Ethiopia,Oromia,North Shewa (OR),Kuyu,41.320191050148956,31.578965748927168,1664377.2955
223269,ET2023A3040605,222727,Ethiopia,Oromia,North Shewa (OR),Degem,47.264625600370735,68.29432306738519,2855775.9434
223270,ET2023A3040606,222727,Ethiopia,Oromia,North Shewa (OR),Gerar Jarso,50.8095799755098,40.34318178225213,2033196.1523000002
223271,ET2023A3040607,222727,Ethiopia,Oromia,North Shewa (OR),Debre Libanos,62.765277814659,47.64488077611973,1626185.5829
223272,ET2023A3040608,222727,Ethiopia,Oromia,North Shewa (OR),Wuchale,54.151323190792084,40.84441503491095,3420360.0267000003
223273,ET2023A3040609,222727,Ethiopia,Oromia,North Shewa (OR),Abichugna Gne'a,52.548471672137474,36.893465084372444,2721485.3479
223274,ET2023A3040610,222727,Ethiopia,Oromia,North Shewa (OR),Kimbibit,46.35324626265699,34.86168838944229,2133269.0995
223275,ET2023A3040611,222727,Ethiopia,Oromia,North Shewa (OR),Bereh,47.212082400425366,29.412486997139133,976723.5607
223276,ET2023A3040613,222727,Ethiopia,Oromia,North Shewa (OR),Fiche town,70.62017467554709,79.71457120972255,1855545.0895999998
223277,ET2023A3040614,222727,Ethiopia,Oromia,North Shewa (OR),Yaya Gulele,45.1075907110155,30.943499438611568,1635511.024
223278,ET2023A3040615,222727,Ethiopia,Oromia,North Shewa (OR),Jida,58.01103341168842,40.06524981650106,2147046.3576
223279,ET2023A3040616,222727,Ethiopia,Oromia,North Shewa (OR),Mulo,46.06444323269856,28.092243080062065,991767.4628
223280,ET2023A3040617,222727,Ethiopia,Oromia,North Shewa (OR),Aleltu,49.74298530711991,41.85623477572112,1811589.7819
223281,ET2023A3040618,222727,Ethiopia,Oromia,North Shewa (OR),Sendafa town,54.01625200008072,87.89894158109726,2676397.2540999996
223282,ET2023A3040619,222727,Ethiopia,Oromia,North Shewa (OR),Chancho town,55.82585798147779,170.8317391099501,1121206.5317
223283,ET2023A3040620,222727,Ethiopia,Oromia,North Shewa (OR),Garba Guracha,61.5317261785424,48.65413085789241,908454.4053
223284,ET2023A3040621,222727,Ethiopia,Oromia,North Shewa (OR),Sheno town,64.28700450076167,74.69972439725538,464216.4595
223285,ET2023A3040622,222727,Ethiopia,Oromia,North Shewa (OR),Sululta (North Shewa),53.04128338354389,148.69645610021436,3274768.8361
223286,ET2023A3040701,222728,Ethiopia,Oromia,East Shewa,Fentale,50.2264409244373,107.6592963008003,1249633.8502
223287,ET2023A3040702,222728,Ethiopia,Oromia,East Shewa,Boset,34.71109727263573,52.081739733206945,2757935.5226999996
223288,ET2023A3040703,222728,Ethiopia,Oromia,East Shewa,Adama,28.664032425421528,30.780664707743806,817698.8529999999
223289,ET2023A3040704,222728,Ethiopia,Oromia,East Shewa,Lome (OR),48.22433398626758,391.69433683255096,3244822.5366
223290,ET2023A3040705,222728,Ethiopia,Oromia,East Shewa,Gimbichu,43.387432823945616,33.11296148709266,2955595.3113999995
223291,ET2023A3040706,222728,Ethiopia,Oromia,East Shewa,Ada'a,36.96718561590538,40.2782278048463,1900261.2094
223292,ET2023A3040707,222728,Ethiopia,Oromia,East Shewa,Dugda,34.90903459003162,131.77958921517128,4151940.938
223293,ET2023A3040708,222728,Ethiopia,Oromia,East Shewa,Adama Tulu Jido Kombolcha,36.955591371383804,78.85054511463902,2499934.8895
223294,ET2023A3040709,222728,Ethiopia,Oromia,East Shewa,Bishoftu town,79.55913737899746,445.30956707628314,16133399.6734
223295,ET2023A3040710,222728,Ethiopia,Oromia,East Shewa,Bora (OR),36.62448974823595,172.12348463538908,1718018.1896000002
223296,ET2023A3040711,222728,Ethiopia,Oromia,East Shewa,Liben Chukala,30.44696362230979,29.62114587834005,2008890.6598
223297,ET2023A3040712,222728,Ethiopia,Oromia,East Shewa,Akaki,29.87196575144993,26.351377330671504,891050.8663999999
223298,ET2023A3040714,222728,Ethiopia,Oromia,East Shewa,Adama town,52.9058099772816,192.51848421101892,18280809.050499998
223299,ET2023A3040715,222728,Ethiopia,Oromia,East Shewa,Batu town,98.88538856388152,811.9246257404665,6102019.557500001
223300,ET2023A3040797,222728,Ethiopia,Oromia,East Shewa,Mojo town,65.07237616907591,211.51463079682478,3142084.7556999996
223301,ET2023A3040799,222728,Ethiopia,Oromia,East Shewa,Metehara town,52.91646566023313,66.17560049006573,276911.8648
223302,ET2023A3040801,222729,Ethiopia,Oromia,Arsi,Merti,47.65907792195216,70.63567221671218,1968701.1907999997
223303,ET2023A3040802,222729,Ethiopia,Oromia,Arsi,Aseko,42.728602828577635,32.571646256585204,1376160.1113
223304,ET2023A3040803,222729,Ethiopia,Oromia,Arsi,Golocha,45.19879700980135,34.248162182953585,1724695.6963
223305,ET2023A3040804,222729,Ethiopia,Oromia,Arsi,Jeju,51.95539567425624,146.01408455826194,3304155.3433
223306,ET2023A3040805,222729,Ethiopia,Oromia,Arsi,Dodota,33.40335491416828,108.05971956282472,1105250.2074000002
223307,ET2023A3040806,222729,Ethiopia,Oromia,Arsi,Ziway Dugda,29.845689539955085,25.773984172001516,2059800.2636000002
223308,ET2023A3040807,222729,Ethiopia,Oromia,Arsi,Hitosa,43.62983088340344,53.78805904239923,3847845.6750999996
223309,ET2023A3040808,222729,Ethiopia,Oromia,Arsi,Sude,61.13044546890664,38.664945439811575,4024461.747
223310,ET2023A3040809,222729,Ethiopia,Oromia,Arsi,Chole,47.433025200073956,33.49534192544261,1795861.7671
223311,ET2023A3040810,222729,Ethiopia,Oromia,Arsi,Amigna,47.923681502890176,31.721213024781424,1517215.8327000001
223312,ET2023A3040811,222729,Ethiopia,Oromia,Arsi,Seru,39.79516399738163,30.707667379275986,729524.9464
223313,ET2023A3040812,222729,Ethiopia,Oromia,Arsi,Robe,49.55911196649119,38.346219252582955,4490204.221500001
223314,ET2023A3040813,222729,Ethiopia,Oromia,Arsi,Tena,43.97525640007562,32.631192290686585,1628095.9176999996
223315,ET2023A3040814,222729,Ethiopia,Oromia,Arsi,Shirka,43.66269961399449,33.3747463526587,4264404.8832
223316,ET2023A3040815,222729,Ethiopia,Oromia,Arsi,Degeluna Tijo,53.52307420387532,43.16164369299562,4447232.2356
223317,ET2023A3040816,222729,Ethiopia,Oromia,Arsi,Tiyo,49.80861170744787,81.30922633830325,4272732.1381
223318,ET2023A3040817,222729,Ethiopia,Oromia,Arsi,Munessa,47.22855563219776,36.22681403056272,4703822.4553000005
223319,ET2023A3040818,222729,Ethiopia,Oromia,Arsi,Limu Bilbilo,44.70222815295399,30.243224413758455,4802405.0727
223320,ET2023A3040819,222729,Ethiopia,Oromia,Arsi,Guna,56.722752704012926,38.275790036295085,2106115.8079
223321,ET2023A3040820,222729,Ethiopia,Oromia,Arsi,Sire,44.33763053183344,33.747617091855524,1505617.2576
223322,ET2023A3040821,222729,Ethiopia,Oromia,Arsi,Lude Hitosa,43.67676717632552,35.95487596039165,2833748.6544
223323,ET2023A3040822,222729,Ethiopia,Oromia,Arsi,Diksis,55.410847998449164,40.735030096583955,2286694.8752
223324,ET2023A3040823,222729,Ethiopia,Oromia,Arsi,Bele Gesgar,48.69546662518103,33.751654725097,2151950.0611
223325,ET2023A3040824,222729,Ethiopia,Oromia,Arsi,Inkolo Wabe,42.869549040057464,35.219727070568815,1730515.0860999997
223326,ET2023A3040825,222729,Ethiopia,Oromia,Arsi,Asela town,55.06072080612961,66.16011269292865,2040880.6774000002
223327,ET2023A3040826,222729,Ethiopia,Oromia,Arsi,Dera town,44.70817536966102,52.83553856822497,1085469.7898
223328,ET2023A3040893,222729,Ethiopia,Oromia,Arsi,Shanan Kolu,47.37442446206714,31.41967710441181,896087.2387
223329,ET2023A3040894,222729,Ethiopia,Oromia,Arsi,Bekoji town,60.53007839463824,56.6732147939446,1146984.4555
223330,ET2023A3040901,222730,Ethiopia,Oromia,West Hararge,Mieso,39.60577270430388,38.756398256376166,1363785.1772999999
223331,ET2023A3040902,222730,Ethiopia,Oromia,West Hararge,Doba,52.8363252824665,41.36560918654303,2310109.8140000002
223332,ET2023A3040903,222730,Ethiopia,Oromia,West Hararge,Tulo (OR),61.42985341396713,43.106272314840716,2762930.5169999995
223333,ET2023A3040904,222730,Ethiopia,Oromia,West Hararge,Mesela,53.41383856093295,36.45575474509228,2290118.3283
223334,ET2023A3040905,222730,Ethiopia,Oromia,West Hararge,Chiro town,68.15080773449426,76.10748237637745,1205383.3364000001
223335,ET2023A3040906,222730,Ethiopia,Oromia,West Hararge,Anchar,43.83010032478488,36.664517863620034,1039124.0184999999
223336,ET2023A3040907,222730,Ethiopia,Oromia,West Hararge,Goba Koricha,43.67379751251281,36.053836039350486,1448485.1683
223337,ET2023A3040908,222730,Ethiopia,Oromia,West Hararge,Habro,58.49627555332577,47.18736443907404,4022554.8847000003
223338,ET2023A3040909,222730,Ethiopia,Oromia,West Hararge,Daro Lebu,48.391223320045015,39.170411528754954,2537006.665
223339,ET2023A3040910,222730,Ethiopia,Oromia,West Hararge,Boke,61.18005923511806,43.68591405262221,1839684.3812
223340,ET2023A3040911,222730,Ethiopia,Oromia,West Hararge,Kuni /Oda Bultum,58.03889302306026,41.46092991202428,2760968.1799999997
223341,ET2023A3040912,222730,Ethiopia,Oromia,West Hararge,Gemechis,50.09661109903006,35.688380204610866,2902697.8403
223342,ET2023A3040913,222730,Ethiopia,Oromia,West Hararge,Chiro Zuria,48.93831473818263,42.43536689539145,3266387.8172
223343,ET2023A3040914,222730,Ethiopia,Oromia,West Hararge,Bedesa town,66.31982191047892,58.11572326531921,508208.7953
223344,ET2023A3040915,222730,Ethiopia,Oromia,West Hararge,Hawi Gudina,31.624637260754213,32.62578383459704,667532.8433
223345,ET2023A3040991,222730,Ethiopia,Oromia,West Hararge,Gumbi Bordede,34.49693866391911,29.865846645476328,719847.6191
223346,ET2023A3040998,222730,Ethiopia,Oromia,West Hararge,Burqua Dhintu,27.23758579605855,35.637298664750226,333088.4367
223347,ET2023A3041000,222731,Ethiopia,Oromia,East Hararge,Babile town,55.21375868527798,49.10325456679076,462801.72530000005
